chemical_id	chemical_name	disease_id	disease_name	edge_type
UMLS:C0076195	testosterone undecanoate	UMLS:C0271623	Hypogonadotropic hypogonadism	TREATS_CDtDO
UMLS:C0076195	testosterone undecanoate	UMLS:C0948896	Primary hypogonadism	TREATS_CDtDO
UMLS:C0076275	orlistat	UMLS:C0028754	obesity	TREATS_CDtDO
UMLS:C0076286	tetryzoline	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0076286	tetryzoline	UMLS:C0235267	Red eye	TREATS_CDtDO
UMLS:C0076286	tetryzoline	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0076295	tetramethrin	UMLS:C0030757	Pediculosis capitis	TREATS_CDtDO
UMLS:C0076295	tetramethrin	UMLS:C0030759	Infestation by Phthirus pubis	TREATS_CDtDO
UMLS:C0076456	thiocolchicoside	UMLS:C0026838	Spasticity	TREATS_CDtDO
UMLS:C0076653	tiaprofenic acid	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0076653	tiaprofenic acid	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0076653	tiaprofenic acid	UMLS:C0030193	Pain	TREATS_CDtDO
UMLS:C0076660	tibolone	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0076678	tilisolol	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0076678	tilisolol	UMLS:C0085580	essential hypertension	TREATS_CDtDO
UMLS:C0076703	tinoridine	UMLS:C0030193	Pain	TREATS_CDtDO
UMLS:C0076705	tioconazole	UMLS:C0700345	Candidal vulvovaginitis	TREATS_CDtDO
UMLS:C0076783	tofenacin	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0076804	toloxatone	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0076808	tolrestat	UMLS:C0342257	Diabetic complication	TREATS_CDtDO
UMLS:C0076829	topiramate	UMLS:C0014544	epilepsy	TREATS_CDtDO
UMLS:C0076829	topiramate	UMLS:C0234974	Simple partial seizure	TREATS_CDtDO
UMLS:C0076829	topiramate	UMLS:C0238111	Lennox-Gastaut syndrome	TREATS_CDtDO
UMLS:C0076840	torsemide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0076840	torsemide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0076840	torsemide	UMLS:C0581377	Decompensated cardiac failure	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0018621	Seasonal allergic rhinitis	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0076890	tramazoline	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0076891	trandolapril	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0076891	trandolapril	UMLS:C0264716	Chronic heart failure	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0002171	alopecia areata	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0022548	Keloid scar	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0023646	Lichen planus	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0077004	triamcinolone hexacetonide	UMLS:C0392445	Necrobiosis lipoidica diabeticorum	TREATS_CDtDO
UMLS:C0077089	trolamine	UMLS:C0021092	Impacted cerumen	TREATS_CDtDO
UMLS:C0077144	trilostane	UMLS:C0001622	Hypercortisolism	TREATS_CDtDO
UMLS:C0077147	trimazosin	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0077209	trimetrexate	UMLS:C0032305	Pneumocystosis jiroveci pneumonia	TREATS_CDtDO
UMLS:C0077241	tripamide	UMLS:C0085580	essential hypertension	TREATS_CDtDO
UMLS:C0077497	tulobuterol	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0077497	tulobuterol	UMLS:C0034067	Pulmonary emphysema	TREATS_CDtDO
UMLS:C0077539	tyloxapol	UMLS:C0035220	Respiratory distress syndrome in the newborn	TREATS_CDtDO
UMLS:C0077857	urapidil	UMLS:C0745136	Hypertensive emergency	TREATS_CDtDO
UMLS:C0078257	vinorelbine	UMLS:C0153493	lung cancer	TREATS_CDtDO
UMLS:C0078442	epinastine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0078569	venlafaxine	UMLS:C0030319	panic disorder	TREATS_CDtDO
UMLS:C0078569	venlafaxine	UMLS:C0031572	Social phobia	TREATS_CDtDO
UMLS:C0078569	venlafaxine	UMLS:C0270549	Generalized anxiety disorder	TREATS_CDtDO
UMLS:C0078569	venlafaxine	UMLS:C1269683	Major depressive disorder	TREATS_CDtDO
UMLS:C0078643	xylometazoline	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0078643	xylometazoline	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0078774	zinc chloride	UMLS:C0235950	Zinc deficiency	TREATS_CDtDO
UMLS:C0078792	pyrithione zinc	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0078792	pyrithione zinc	UMLS:C0423775	Pityriasis simplex	TREATS_CDtDO
UMLS:C0078794	zinc sulfate	UMLS:C0235267	Red eye	TREATS_CDtDO
UMLS:C0078794	zinc sulfate	UMLS:C0235950	Zinc deficiency	TREATS_CDtDO
UMLS:C0078811	zipeprol	UMLS:C0010200	Cough	TREATS_CDtDO
UMLS:C0078836	zofenopril	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0078847	zopiclone	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0079083	carboplatin	UMLS:C1299247	ovarian cancer	TREATS_CDtDO
UMLS:C0079466	guanfacine	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0079466	guanfacine	UMLS:C1263846	Attention deficit hyperactivity disorder	TREATS_CDtDO
UMLS:C0079691	levothyroxine	UMLS:C0018021	Goiter	TREATS_CDtDO
UMLS:C0079691	levothyroxine	UMLS:C0020473	Hyperlipidemia	TREATS_CDtDO
UMLS:C0079691	levothyroxine	UMLS:C0020676	hypothyroidism	TREATS_CDtDO
UMLS:C0079691	levothyroxine	UMLS:C0040136	thyroid cancer	TREATS_CDtDO
UMLS:C0079691	levothyroxine	UMLS:C0677607	Hashimoto thyroiditis	TREATS_CDtDO
UMLS:C0081408	zileuton	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0081876	pantoprazole	UMLS:C0017168	Gastroesophageal reflux disease	TREATS_CDtDO
UMLS:C0081876	pantoprazole	UMLS:C0027662	Multiple endocrine adenomas	TREATS_CDtDO
UMLS:C0081876	pantoprazole	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0081876	pantoprazole	UMLS:C0043515	Zollinger-Ellison syndrome	TREATS_CDtDO
UMLS:C0081876	pantoprazole	UMLS:C0267055	Erosive esophagitis	TREATS_CDtDO
UMLS:C0083381	meloxicam	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0083381	meloxicam	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0084273	quinidine	UMLS:C0004238	Atrial fibrillation	TREATS_CDtDO
UMLS:C0084273	quinidine	UMLS:C0024530	malaria	TREATS_CDtDO
UMLS:C0084528	sertindole	UMLS:C0036341	Schizophrenia	TREATS_CDtDO
UMLS:C0084572	perospirone	UMLS:C0036341	Schizophrenia	TREATS_CDtDO
UMLS:C0085149	tacrolimus	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0085149	tacrolimus	UMLS:C0238217	Renal transplant rejection	TREATS_CDtDO
UMLS:C0085149	tacrolimus	UMLS:C0345468	Transplanted organ rejection	TREATS_CDtDO
UMLS:C0085149	tacrolimus	UMLS:C0400968	Liver transplant rejection	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0013295	Duodenal ulcer disease	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0013395	Indigestion	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0014869	Peptic reflux disease	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0017168	Gastroesophageal reflux disease	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0018834	Heartburn	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0038358	Gastric ulcer	TREATS_CDtDO
UMLS:C0085154	nizatidine	UMLS:C0267055	Erosive esophagitis	TREATS_CDtDO
UMLS:C0085170	astemizole	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0085170	astemizole	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0085170	astemizole	UMLS:C0578870	Chronic idiopathic urticaria	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0018621	Seasonal allergic rhinitis	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C0578870	Chronic idiopathic urticaria	TREATS_CDtDO
UMLS:C0085173	terfenadine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0085174	misoprostol	UMLS:C0032797	Postpartum hemorrhage	TREATS_CDtDO
UMLS:C0085208	bupropion	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0085208	bupropion	UMLS:C0028043	nicotine dependence	TREATS_CDtDO
UMLS:C0085208	bupropion	UMLS:C0028754	obesity	TREATS_CDtDO
UMLS:C0085208	bupropion	UMLS:C0085159	Seasonal affective disorder	TREATS_CDtDO
UMLS:C0085208	bupropion	UMLS:C1269683	Major depressive disorder	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0013390	Dysmenorrhea	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0015967	Fever	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0030193	Pain	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0236780	bipolar disorder	TREATS_CDtDO
UMLS:C0085217	lithium carbonate	UMLS:C0393735	Headache disorder	TREATS_CDtDO
UMLS:C0085228	fluvoxamine	UMLS:C0028768	Obsessive-compulsive disorder	TREATS_CDtDO
UMLS:C0085228	fluvoxamine	UMLS:C0031572	Social phobia	TREATS_CDtDO
UMLS:C0085251	encainide	UMLS:C0151636	Ventricular premature beats	TREATS_CDtDO
UMLS:C0085259	mupirocin	UMLS:C0021099	Impetigo	TREATS_CDtDO
UMLS:C0085272	leuprorelin	UMLS:C0014175	Endometriosis	TREATS_CDtDO
UMLS:C0085272	leuprorelin	UMLS:C0034013	Precocious puberty	TREATS_CDtDO
UMLS:C0085379	muromonab-CD3	UMLS:C0238217	Renal transplant rejection	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0003850	Arteriosclerotic vascular disease	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0020443	Hypercholesterolemia	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0020474	Mixed hyperlipidemia	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0020479	Familial type 3 hyperlipoproteinemia	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0020557	Hypertriglyceridemia	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0038454	Cerebrovascular accident	TREATS_CDtDO
UMLS:C0085542	pravastatin	UMLS:C0342882	Familial hypercholesterolemia - heterozygous	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0014121	Bacterial endocarditis	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0014836	Infection due to Escherichia coli	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0032285	Pneumonia	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0032308	Staphylococcal pneumonia	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0035468	Rhinoscleroma	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0042029	Urinary tract infectious disease	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0149725	Lower respiratory tract infection	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0152964	Streptococcal septicemia	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0152965	Staphylococcal septicemia	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0157749	Infectious disorder of joint	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0276026	Haemophilus influenzae pneumonia	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0276088	Septicemia due to Escherichia coli	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0343402	Bacterial infection due to Klebsiella pneumoniae	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0520767	Staphylococcal endocarditis	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0520775	Klebsiella cystitis	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0554628	Streptococcus pyogenes infection	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0577708	Escherichia coli urinary tract infection	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0577709	Proteus urinary tract infection	TREATS_CDtDO
UMLS:C0085905	cefapirin	UMLS:C0684256	Bacterial septicemia	TREATS_CDtDO
UMLS:C0086024	cobalamin	UMLS:C0002892	Pernicious anemia	TREATS_CDtDO
UMLS:C0086024	cobalamin	UMLS:C0042847	Cobalamin deficiency	TREATS_CDtDO
UMLS:C0086024	cobalamin	UMLS:C0238080	Toxic effect of cyanide	TREATS_CDtDO
UMLS:C0086123	deoxycholic acid	UMLS:C0424620	Excess subcutaneous fat	TREATS_CDtDO
UMLS:C0086728	obidoxime	UMLS:C0700359	Organophosphate poisoning	TREATS_CDtDO
UMLS:C0090306	latanoprost	UMLS:C0017601	glaucoma	TREATS_CDtDO
UMLS:C0090306	latanoprost	UMLS:C0028840	Ocular hypertension	TREATS_CDtDO
UMLS:C0092777	clofarabine	UMLS:C0023449	acute lymphocytic leukemia	TREATS_CDtDO
UMLS:C0092801	cladribine	UMLS:C0023434	chronic lymphocytic leukemia	TREATS_CDtDO
UMLS:C0095278	epalrestat	UMLS:C0011882	Diabetic neuropathy	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0033777	Pruritus of genital organs	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0079773	Primary cutaneous T-cell lymphoma	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0098735	ulobetasol propionate	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0102118	alendronic acid	UMLS:C0029401	Paget's disease of bone	TREATS_CDtDO
UMLS:C0102118	alendronic acid	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0102840	aluminium chloride	UMLS:C0020458	Hyperhidrosis	TREATS_CDtDO
UMLS:C0103045	amisulpride	UMLS:C0221765	Chronic schizophrenia	TREATS_CDtDO
UMLS:C0103049	amlexanox	UMLS:C0038363	Aphthous ulcer of mouth	TREATS_CDtDO
UMLS:C0105750	beractant	UMLS:C0035220	Respiratory distress syndrome in the newborn	TREATS_CDtDO
UMLS:C0106291	bifemelane	UMLS:C0007820	Cerebrovascular disease	TREATS_CDtDO
UMLS:C0106575	bitolterol	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0106575	bitolterol	UMLS:C0006267	bronchiectasis	TREATS_CDtDO
UMLS:C0106575	bitolterol	UMLS:C0006277	Bronchitis	TREATS_CDtDO
UMLS:C0106575	bitolterol	UMLS:C0034067	Pulmonary emphysema	TREATS_CDtDO
UMLS:C0106575	bitolterol	UMLS:C0347950	Acute exacerbation of asthma	TREATS_CDtDO
UMLS:C0107497	butenafine	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0107497	butenafine	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0107497	butenafine	UMLS:C0040262	Pityriasis versicolor	TREATS_CDtDO
UMLS:C0107497	butenafine	UMLS:C1384589	Tinea cruris	TREATS_CDtDO
UMLS:C0107994	cabergoline	UMLS:C0020514	Hyperprolactinemia	TREATS_CDtDO
UMLS:C0108101	calcium citrate	UMLS:C0020598	Hypocalcemia	TREATS_CDtDO
UMLS:C0108101	calcium citrate	UMLS:C0029456	osteoporosis	TREATS_CDtDO
UMLS:C0108101	calcium citrate	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0018790	Cardiac arrest	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0020461	Hyperkalemia	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0020598	Hypocalcemia	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0029456	osteoporosis	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0151714	Hypermagnesemia	TREATS_CDtDO
UMLS:C0108121	calcium lactate	UMLS:C0151940	Hypocalcemic tetany	TREATS_CDtDO
UMLS:C0108124	calcium levulinate	UMLS:C0020598	Hypocalcemia	TREATS_CDtDO
UMLS:C0108342	carbamide peroxide	UMLS:C0021092	Impacted cerumen	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0004626	Bacterial pneumonia	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0018081	Gonorrhea	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0031350	Pharyngitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0040425	Tonsillitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0155804	Acute maxillary sinusitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0271429	Acute otitis media	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0275556	Acute bacterial sinusitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0275652	Acute gonococcal urethritis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0275665	Gonorrhea of rectum	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0275804	Streptococcal tonsillitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0276026	Haemophilus influenzae pneumonia	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0520775	Klebsiella cystitis	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0554628	Streptococcus pyogenes infection	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0577708	Escherichia coli urinary tract infection	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0577709	Proteus urinary tract infection	TREATS_CDtDO
UMLS:C0108938	cefpodoxime proxetil	UMLS:C0729524	Bacterial urinary infection	TREATS_CDtDO
UMLS:C0109002	methsuximide	UMLS:C0014544	epilepsy	TREATS_CDtDO
UMLS:C0114771	dofetilide	UMLS:C0004238	Atrial fibrillation	TREATS_CDtDO
UMLS:C0114873	doxazosin	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0114875	doxefazepam	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0116074	endralazine	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0116569	esmolol	UMLS:C0004238	Atrial fibrillation	TREATS_CDtDO
UMLS:C0116569	esmolol	UMLS:C0039240	Supraventricular tachycardia	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0033777	Pruritus of genital organs	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0034067	Pulmonary emphysema	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0079773	Primary cutaneous T-cell lymphoma	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0117996	fluticasone propionate	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0117998	flutoprazepam	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0118168	fosinopril	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0118168	fosinopril	UMLS:C0264716	Chronic heart failure	TREATS_CDtDO
UMLS:C0120107	goserelin	UMLS:C0014175	Endometriosis	TREATS_CDtDO
UMLS:C0120446	guanidine	UMLS:C0022972	Eaton-Lambert syndrome	TREATS_CDtDO
UMLS:C0123043	ibopamine	UMLS:C0018801	Heart failure	TREATS_CDtDO
UMLS:C0123047	ibudilast	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0123091	quetiapine	UMLS:C0036341	Schizophrenia	TREATS_CDtDO
UMLS:C0123091	quetiapine	UMLS:C0236780	bipolar disorder	TREATS_CDtDO
UMLS:C0123163	idebenone	UMLS:C0917796	Leber's optic atrophy	TREATS_CDtDO
UMLS:C0123677	insulin aspart	UMLS:C0011849	Diabetes mellitus	TREATS_CDtDO
UMLS:C0123903	ipriflavone	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0123931	irinotecan	UMLS:C0346976	Secondary malignant neoplasm of pancreas	TREATS_CDtDO
UMLS:C0124087	isofezolac	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0124087	isofezolac	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0124498	sodium polystyrene sulfonate	UMLS:C0020461	Hyperkalemia	TREATS_CDtDO
UMLS:C0125997	lithium citrate	UMLS:C0236780	bipolar disorder	TREATS_CDtDO
UMLS:C0126120	lodoxamide	UMLS:C0009773	Vernal conjunctivitis	TREATS_CDtDO
UMLS:C0126120	lodoxamide	UMLS:C0022577	Vernal keratoconjunctivitis	TREATS_CDtDO
UMLS:C0126174	losartan	UMLS:C0011881	Diabetic renal disease	TREATS_CDtDO
UMLS:C0126174	losartan	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0126174	losartan	UMLS:C0745138	Hypertensive urgency	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0010032	Corneal abrasion	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0022073	Iridocyclitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0022081	Iritis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0035854	Rosacea	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0042164	Uveitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0042165	Anterior uveitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0153027	Herpes zoster keratoconjunctivitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0259799	Punctate keratitis	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0339293	Perforation of cornea	TREATS_CDtDO
UMLS:C0126177	loteprednol etabonate	UMLS:C0406486	Ocular rosacea	TREATS_CDtDO
UMLS:C0126774	magnesium citrate	UMLS:C0009806	Constipation	TREATS_CDtDO
UMLS:C0126774	magnesium citrate	UMLS:C0020598	Hypocalcemia	TREATS_CDtDO
UMLS:C0126774	magnesium citrate	UMLS:C0029456	osteoporosis	TREATS_CDtDO
UMLS:C0126774	magnesium citrate	UMLS:C0029458	Postmenopausal osteoporosis	TREATS_CDtDO
UMLS:C0126777	magnesium gluconate	UMLS:C0009806	Constipation	TREATS_CDtDO
UMLS:C0126777	magnesium gluconate	UMLS:C0013395	Indigestion	TREATS_CDtDO
UMLS:C0126777	magnesium gluconate	UMLS:C0151723	Hypomagnesemia	TREATS_CDtDO
UMLS:C0126789	magnesium salicylate	UMLS:C0003862	Joint pain	TREATS_CDtDO
UMLS:C0126789	magnesium salicylate	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0126789	magnesium salicylate	UMLS:C0004604	Backache	TREATS_CDtDO
UMLS:C0126789	magnesium salicylate	UMLS:C0006444	Bursitis	TREATS_CDtDO
