dc_struct_id,compound_umlscui,compound_name,relationship,dc_disease_id,disease_umlscui,disease_name,disease_umls_semantic_type,etype,salt,base,in_semmed,salt_in_semmed,base_in_semmed
686,C0055897,clobutinol,indication,40249073,C0850149,Non-productive cough,T184,TREATS_CDtDO,,,False,False,False
4811,C2976303,sofosbuvir,indication,21000193,C0524910,Chronic hepatitis C,T047,TREATS_CDtDO,,,False,False,False
2459,C1516119,sorafenib,indication,40249011,C3163939,Carcinoma of thyroid,T191,TREATS_CDtDO,C1676709,,False,False,False
2581,C0907410,telithromycin,indication,21000082,C0554628,Streptococcus pyogenes infection,T047,TREATS_CDtDO,,,False,False,False
4812,C3696409,simeprevir,indication,21000193,C0524910,Chronic hepatitis C,T047,TREATS_CDtDO,,,False,False,False
4813,C1956280,luliconazole,indication,21000314,C0040259,Tinea pedis,T047,TREATS_CDtDO,,,False,False,False
4813,C1956280,luliconazole,indication,21000313,C1384589,Tinea cruris,T047,TREATS_CDtDO,,,False,False,False
4813,C1956280,luliconazole,indication,21000315,C0040252,Tinea corporis,T047,TREATS_CDtDO,,,False,False,False
4814,C2934193,olodaterol,indication,21011215,C0024117,chronic obstructive pulmonary disease,T047,TREATS_CDtDO,,,False,False,False
4339,C0072768,pyronaridine,indication,21000225,C0024530,malaria,T047,TREATS_CDtDO,,,True,False,False
247,C0052432,artesunate,indication,21000225,C0024530,malaria,T047,TREATS_CDtDO,,,True,False,False
140,C0051500,altizide,indication,21003125,C0013604,Edema,T046,TREATS_CDtDO,,,True,False,False
140,C0051500,altizide,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,False,False,False
1870,C0027330,naftidrofuryl,indication,21001637,C0007820,Cerebrovascular disease,T046,TREATS_CDtDO,,C0027329,False,False,False
2563,C0074676,tandospirone,indication,40249076,C0006325,Bruxism (teeth grinding),T046,TREATS_CDtDO,C2699890,,True,False,False
4614,C0071330,polidocanol,indication,21001700,C0042345,Venous varices,T047,TREATS_CDtDO,,,True,False,False
4586,C0772241,levomethadone,indication,21000999,C0524662,Opioid dependence,T048,TREATS_CDtDO,,,False,False,False
682,C0055891,clobazam,indication,21001089,C0238111,Lennox-Gastaut syndrome,T047,TREATS_CDtDO,,,True,False,False
4783,C0062076,hachimycin,indication,21000332,C0006840,Candidiasis,T047,TREATS_CDtDO,,,True,False,False
4783,C0062076,hachimycin,indication,21000398,C0040921,Infection by Trichomonas,T047,TREATS_CDtDO,,,True,False,False
4730,C0076295,tetramethrin,indication,21000399,C0030757,Pediculosis capitis,T047,TREATS_CDtDO,,,False,False,False
4730,C0076295,tetramethrin,indication,21000401,C0030759,Infestation by Phthirus pubis,T047,TREATS_CDtDO,,,False,False,False
1561,C0733383,levamisole,indication,21000384,C0003950,Ascariasis,T047,TREATS_CDtDO,,C0023556,False,False,True
1561,C0733383,levamisole,indication,4340854,C0002831,Ancylostomiasis,T047,TREATS_CDtDO,,C0023556,False,False,True
2582,C0293153,telmesteine,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,,,False,False,False
3495,C0033472,propiolactone,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
3267,C0017814,glutaral,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
4815,C2973895,lixisenatide,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,False,False,False
4280,C0969677,tocofersolan,indication,21002220,C0008370,Obstruction of bile duct,T047,TREATS_CDtDO,,,True,False,False
4280,C0969677,tocofersolan,indication,21000682,C0042875,Vitamin E deficiency,T047,TREATS_CDtDO,,,True,False,False
4780,C0142931,sodium tartrate,indication,40249078,C0353980,Osmotic laxative,T109,TREATS_CDtDO,,,False,False,False
2381,C0140591,rilmenidine,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
4398,C0016778,tegafur,indication,21000514,C0153423,stomach cancer,T191,TREATS_CDtDO,,,True,False,False
4166,C2723461,ulipristal,indication,4343717,C0042133,uterine fibroid,T191,TREATS_CDtDO,,,False,False,False
1613,C0024056,loxapine,indication,21000954,C0236780,bipolar disorder,T048,TREATS_CDtDO,C0304390,,True,False,False
4137,C0753678,paliperidone,indication,21000962,C0033975,Psychotic disorder,T048,TREATS_CDtDO,C2719626,,False,False,False
1831,C0026400,molsidomine,indication,21001460,C0002962,Angina pectoris,T033,TREATS_CDtDO,,,True,False,False
1479,C0063841,iproclozide,indication,21001022,C0011581,Depressive disorder,T048,TREATS_CDtDO,,,False,False,False
4732,C0023791,thioctic acid,indication,21007662,C0740447,Diabetic peripheral neuropathy,T047,TREATS_CDtDO,,,True,False,False
4816,C3832899,umeclidinium,indication,21011215,C0024117,chronic obstructive pulmonary disease,T047,TREATS_CDtDO,,,False,False,False
2831,C0042839,retinol,indication,21013645,C1960644,Prevention of dental caries,T058,TREATS_CDtDO,,,False,False,False
3957,C0020196,hyaluronic acid,indication,21013534,C0197672,Operation on lens,T061,TREATS_CDtDO,,,False,False,False
1444,C0021547,inositol,indication,21013448,C0473527,Hypoalphalipoproteinemia,T033,TREATS_CDtDO,,,False,False,False
2512,C0038687,sulfamethizole,indication,21013433,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21013433,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,,,False,False,False
347,C0005304,betaine,indication,21013433,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,C0282072,,False,False,False
4742,C0005740,bleomycin,indication,21013409,C0079744,"Diffuse non-Hodgkin's lymphoma, large cell",T191,TREATS_CDtDO,C0005739,,True,False,False
4742,C0005740,bleomycin,indication,21013403,C0024301,Follicular non-Hodgkin's lymphoma,T191,TREATS_CDtDO,C0005739,,False,False,False
1921,C0028053,nicotinyl alcohol,indication,21011657,C0030783,Niacin deficiency,T047,TREATS_CDtDO,,,False,False,False
4790,C0037518,sodium hypochlorite,indication,21011231,C0204802,Preoperative disinfection of skin,T061,TREATS_CDtDO,,,False,False,False
1535,C1572745,lactose,indication,21008455,C0022951,Lactose intolerance,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21005418,C0406326,Scalp psoriasis,T047,TREATS_CDtDO,,,True,False,False
351,C0005311,betamethasone benzoate,indication,21005418,C0406326,Scalp psoriasis,T047,TREATS_CDtDO,,,False,False,False
4277,C0302583,iron,indication,21004758,C0002871,anemia,T047,TREATS_CDtDO,,,False,False,False
3485,C1714166,sulfogaiacol,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,,,False,False,False
2128,C0770986,phenicarbazide,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,C0354594,,False,False,False
4289,C0556150,doconexent,indication,21003452,C1623040,Breastfeeding (mother),T033,TREATS_CDtDO,,,False,False,False
4289,C0556150,doconexent,indication,21003446,C0032961,"Pregnancy, function",T040,TREATS_CDtDO,,,False,False,False
792,C0011145,deferoxamine,indication,21003343,C0412842,Poisoning by iron AND/OR its compounds,T037,TREATS_CDtDO,C1511755,,False,False,False
4443,C0060240,ferric oxide,indication,21003328,C0006434,Burn injury,T037,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21003323,C1444173,Arthropod bite wound,T037,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21003317,C0043250,Wound,T037,TREATS_CDtDO,,,False,False,False
2810,C1705480,vasopressin,indication,21003257,C0270327,Nocturnal enuresis,T184,TREATS_CDtDO,,,False,False,False
1845,C0770901,morphine,indication,21003246,C0011991,Diarrhea,T184,TREATS_CDtDO,,C0026549,False,False,True
4284,C0037098,silicon dioxide,indication,21003232,C0016204,Flatulence symptom,T184,TREATS_CDtDO,,,False,False,False
4325,C0051522,alum,indication,21003230,C0018834,Heartburn,T184,TREATS_CDtDO,,,False,False,False
3485,C1714166,sulfogaiacol,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,,,False,False,False
2128,C0770986,phenicarbazide,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,C0354594,,False,False,False
4207,C0085217,lithium carbonate,indication,21003153,C0393735,Headache disorder,T047,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21003153,C0393735,Headache disorder,T047,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
4207,C0085217,lithium carbonate,indication,21003079,C0030193,Pain,T184,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21003079,C0030193,Pain,T184,TREATS_CDtDO,,,False,False,False
4207,C0085217,lithium carbonate,indication,21003069,C0015967,Fever,T033,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21003069,C0015967,Fever,T033,TREATS_CDtDO,,,False,False,False
449,C0054249,butobarbital,indication,21003063,C0917801,Insomnia,T184,TREATS_CDtDO,,,True,False,False
4277,C0302583,iron,indication,21003006,C0412694,Magnetic resonance imaging of liver,T060,TREATS_CDtDO,,,False,False,False
4207,C0085217,lithium carbonate,indication,21002811,C0029408,Osteoarthritis,T047,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21002811,C0029408,Osteoarthritis,T047,TREATS_CDtDO,,,False,False,False
4706,C0018034,sodium aurothiomalate,indication,21002808,C3495559,Juvenile rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
4207,C0085217,lithium carbonate,indication,21002808,C3495559,Juvenile rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21002808,C3495559,Juvenile rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
4207,C0085217,lithium carbonate,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002769,C0036271,Dermatosis of scalp,T047,TREATS_CDtDO,,,True,False,False
4236,C0046100,octinoxate,indication,21002753,C0025218,Chloasma,T047,TREATS_CDtDO,,,False,False,False
3159,C0058344,dioxybenzone,indication,21002753,C0025218,Chloasma,T047,TREATS_CDtDO,,,False,False,False
1717,C0663351,metahexamide,indication,21002753,C0025218,Chloasma,T047,TREATS_CDtDO,,,False,False,False
4236,C0046100,octinoxate,indication,21002748,C0151907,Discoloration of skin,T046,TREATS_CDtDO,,,False,False,False
3159,C0058344,dioxybenzone,indication,21002748,C0151907,Discoloration of skin,T046,TREATS_CDtDO,,,False,False,False
1717,C0663351,metahexamide,indication,21002748,C0151907,Discoloration of skin,T046,TREATS_CDtDO,,,False,False,False
4663,C0005070,benzoin,indication,21002703,C0475811,Disorder of keratinization,T047,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21002694,C0033774,Itching of skin,T184,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002692,C0149922,Lichen simplex chronicus,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002692,C0149922,Lichen simplex chronicus,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002691,C0033777,Pruritus of genital organs,T184,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002691,C0033777,Pruritus of genital organs,T184,TREATS_CDtDO,,,False,False,False
4688,C0301304,phenylmercuric nitrate,indication,21002690,C0033775,Pruritus ani,T184,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002690,C0033775,Pruritus ani,T184,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002690,C0033775,Pruritus ani,T184,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002677,C0085074,Granuloma annulare,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002677,C0085074,Granuloma annulare,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002671,C0024138,Discoid lupus erythematosus,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002671,C0024138,Discoid lupus erythematosus,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21002642,C0011616,Contact dermatitis,T047,TREATS_CDtDO,,,False,False,False
354,C0750848,betamethasone valerate,indication,21002642,C0011616,Contact dermatitis,T047,TREATS_CDtDO,,,True,False,False
351,C0005311,betamethasone benzoate,indication,21002642,C0011616,Contact dermatitis,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21002630,C0011615,atopic dermatitis,T047,TREATS_CDtDO,,,True,False,False
354,C0750848,betamethasone valerate,indication,21002630,C0011615,atopic dermatitis,T047,TREATS_CDtDO,,,True,False,False
351,C0005311,betamethasone benzoate,indication,21002630,C0011615,atopic dermatitis,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21002628,C0423775,Pityriasis simplex,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21002627,C0036508,Seborrheic dermatitis,T047,TREATS_CDtDO,,,True,False,False
354,C0750848,betamethasone valerate,indication,21002627,C0036508,Seborrheic dermatitis,T047,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21002627,C0036508,Seborrheic dermatitis,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002598,C0554628,Streptococcus pyogenes infection,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002597,C1318973,Infection due to Staphylococcus aureus,T047,TREATS_CDtDO,,,False,False,False
2777,C0379881,trovafloxacin,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,C0724715,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002587,C0021099,Impetigo,T047,TREATS_CDtDO,,,False,False,False
2777,C0379881,trovafloxacin,indication,21002572,C0392618,Postoperative infection,T046,TREATS_CDtDO,C0724715,,False,False,False
4207,C0085217,lithium carbonate,indication,21002491,C0013390,Dysmenorrhea,T046,TREATS_CDtDO,,,False,False,False
3851,C2714681,dexibuprofen,indication,21002491,C0013390,Dysmenorrhea,T046,TREATS_CDtDO,,,False,False,False
2777,C0379881,trovafloxacin,indication,21002437,C0520777,Chlamydial pelvic inflammatory disease,T047,TREATS_CDtDO,C0724715,,False,False,False
347,C0005304,betaine,indication,21002337,C0577708,Escherichia coli urinary tract infection,T047,TREATS_CDtDO,C0282072,,False,False,False
2512,C0038687,sulfamethizole,indication,21002329,C0577709,Proteus urinary tract infection,T047,TREATS_CDtDO,,,False,False,False
2512,C0038687,sulfamethizole,indication,21002328,C0520775,Klebsiella cystitis,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002328,C0520775,Klebsiella cystitis,T047,TREATS_CDtDO,,,False,False,False
347,C0005304,betaine,indication,21002328,C0520775,Klebsiella cystitis,T047,TREATS_CDtDO,C0282072,,False,False,False
2512,C0038687,sulfamethizole,indication,21002327,C0577708,Escherichia coli urinary tract infection,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21002327,C0577708,Escherichia coli urinary tract infection,T047,TREATS_CDtDO,,,False,False,False
4295,C0724635,"sodium phosphate, monobasic, monohydrate",indication,21002320,C0042029,Urinary tract infectious disease,T047,TREATS_CDtDO,,,False,False,False
2777,C0379881,trovafloxacin,indication,21002320,C0042029,Urinary tract infectious disease,T047,TREATS_CDtDO,C0724715,,True,False,False
347,C0005304,betaine,indication,21002308,C0600041,Infective cystitis,T047,TREATS_CDtDO,C0282072,,False,False,False
347,C0005304,betaine,indication,21002306,C0010692,Cystitis,T047,TREATS_CDtDO,C0282072,,False,False,False
4295,C0724635,"sodium phosphate, monobasic, monohydrate",indication,21002281,C1959799,Calcium renal calculus,T047,TREATS_CDtDO,,,False,False,False
4688,C0301304,phenylmercuric nitrate,indication,21002166,C0033246,Proctitis,T047,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21002166,C0033246,Proctitis,T047,TREATS_CDtDO,,,False,False,False
4688,C0301304,phenylmercuric nitrate,indication,21002165,C0034886,Rectal pain,T184,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21002165,C0034886,Rectal pain,T184,TREATS_CDtDO,,,False,False,False
4325,C0051522,alum,indication,21002059,C0013395,Indigestion,T184,TREATS_CDtDO,,,False,False,False
4325,C0051522,alum,indication,21002035,C0030920,Peptic ulcer,T047,TREATS_CDtDO,,,False,False,False
4325,C0051522,alum,indication,21001999,C0017168,Gastroesophageal reflux disease,T047,TREATS_CDtDO,,,False,False,False
4295,C0724635,"sodium phosphate, monobasic, monohydrate",indication,21001935,C0426639,Incomplete passage of stool,T184,TREATS_CDtDO,,,False,False,False
2785,C0041483,tyropanoate,indication,21001931,C0358514,Diagnostic aid,T130,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001924,C0149725,Lower respiratory tract infection,T047,TREATS_CDtDO,,,True,False,False
566,C0055015,cefuroxime axetil,indication,21001846,C0856695,Acute exacerbation of chronic bronchitis,T047,TREATS_CDtDO,,,False,False,False
2777,C0379881,trovafloxacin,indication,21001842,C0339932,Acute Moraxella catarrhalis bronchitis,T047,TREATS_CDtDO,C0724715,,False,False,False
2777,C0379881,trovafloxacin,indication,21001834,C0339933,Acute bacterial bronchitis,T047,TREATS_CDtDO,C0724715,,False,False,False
3244,C0016564,formaldehyde,indication,21001832,C0021400,Influenza,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001819,C0004626,Bacterial pneumonia,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001804,C0155862,Pneumonia due to Streptococcus,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001801,C0276026,Haemophilus influenzae pneumonia,T047,TREATS_CDtDO,,,False,False,False
3485,C1714166,sulfogaiacol,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,,,False,False,False
2128,C0770986,phenicarbazide,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,C0354594,,False,False,False
2128,C0770986,phenicarbazide,indication,21001772,C0035460,Vasomotor rhinitis,T047,TREATS_CDtDO,,,False,False,False
2128,C0770986,phenicarbazide,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,C0354594,,False,False,False
3485,C1714166,sulfogaiacol,indication,21001766,C0035455,Rhinitis,T047,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21001766,C0035455,Rhinitis,T047,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21001766,C0035455,Rhinitis,T047,TREATS_CDtDO,C0354594,,False,False,False
2777,C0379881,trovafloxacin,indication,21001743,C0275556,Acute bacterial sinusitis,T047,TREATS_CDtDO,C0724715,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001741,C0275556,Acute bacterial sinusitis,T047,TREATS_CDtDO,,,True,False,False
566,C0055015,cefuroxime axetil,indication,21001739,C0155804,Acute maxillary sinusitis,T047,TREATS_CDtDO,,,True,False,False
3485,C1714166,sulfogaiacol,indication,21001738,C0009443,Common cold,T047,TREATS_CDtDO,,,False,False,False
2128,C0770986,phenicarbazide,indication,21001738,C0009443,Common cold,T047,TREATS_CDtDO,,,False,False,False
1319,C0017890,glycine,indication,21001738,C0009443,Common cold,T047,TREATS_CDtDO,C0949322,,False,False,False
1034,C0033567,epoprostenol,indication,21001738,C0009443,Common cold,T047,TREATS_CDtDO,C0354594,,False,False,False
4688,C0301304,phenylmercuric nitrate,indication,21001701,C0019112,Hemorrhoids,T020,TREATS_CDtDO,,,False,False,False
4443,C0060240,ferric oxide,indication,21001701,C0019112,Hemorrhoids,T020,TREATS_CDtDO,,,False,False,False
2512,C0038687,sulfamethizole,indication,21001385,C0729586,Infective otitis media,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001385,C0729586,Infective otitis media,T047,TREATS_CDtDO,,,False,False,False
2512,C0038687,sulfamethizole,indication,21001379,C0271429,Acute otitis media,T047,TREATS_CDtDO,,,False,False,False
566,C0055015,cefuroxime axetil,indication,21001379,C0271429,Acute otitis media,T047,TREATS_CDtDO,,,True,False,False
3487,C0071810,pramocaine,indication,21001369,C1320547,Allergic otitis externa,T033,TREATS_CDtDO,C0147008,,False,False,False
3017,C0005026,benzalkonium,indication,21001369,C1320547,Allergic otitis externa,T033,TREATS_CDtDO,,,False,False,False
741,C0012694,cromoglicic acid,indication,21001330,C0009769,Giant papillary conjunctivitis,T047,TREATS_CDtDO,,C0086073,True,False,True
741,C0012694,cromoglicic acid,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,,C0086073,True,False,True
741,C0012694,cromoglicic acid,indication,21001282,C0009773,Vernal conjunctivitis,T047,TREATS_CDtDO,,C0086073,True,False,False
741,C0012694,cromoglicic acid,indication,21001253,C0022577,Vernal keratoconjunctivitis,T047,TREATS_CDtDO,,C0086073,True,False,True
3017,C0005026,benzalkonium,indication,21001191,C0042164,Uveitis,T047,TREATS_CDtDO,,,False,False,False
1571,C0282232,levomethadyl acetate,indication,21000999,C0524662,Opioid dependence,T048,TREATS_CDtDO,,C3536876,True,False,False
449,C0054249,butobarbital,indication,21000968,C0231403,Severe anxiety (panic),T033,TREATS_CDtDO,,,False,False,False
3184,C0012288,dihydroergocornine,indication,21000943,C0497327,Dementia,T048,TREATS_CDtDO,C0086158,,False,False,False
2810,C1705480,vasopressin,indication,21000858,C0042974,von Willebrand disorder,T047,TREATS_CDtDO,,,False,False,False
2810,C1705480,vasopressin,indication,21000848,C0019069,Hereditary factor VIII deficiency disease,T047,TREATS_CDtDO,,,False,False,False
4384,C2721771,levofolinic acid,indication,21000807,C0002871,anemia,T047,TREATS_CDtDO,C1881372,,False,False,False
4277,C0302583,iron,indication,21000806,C0151482,Megaloblastic anemia due to folate deficiency,T047,TREATS_CDtDO,,,False,False,False
4196,C0042845,cyanocobalamin,indication,21000806,C0151482,Megaloblastic anemia due to folate deficiency,T047,TREATS_CDtDO,,,False,False,False
4196,C0042845,cyanocobalamin,indication,21000804,C0002892,Pernicious anemia,T047,TREATS_CDtDO,,,True,False,False
4196,C0042845,cyanocobalamin,indication,21000803,C0162316,Iron deficiency anemia,T047,TREATS_CDtDO,,,True,False,False
92,C0001465,adenosine phosphate,indication,21000766,C0392164,Cystic fibrosis of the lung,T047,TREATS_CDtDO,,,False,False,False
4295,C0724635,"sodium phosphate, monobasic, monohydrate",indication,21000725,C0085682,Hypophosphatemia,T046,TREATS_CDtDO,,,False,False,False
4269,C0149368,zinc acetate,indication,21000721,C0019202,Wilson's disease,T047,TREATS_CDtDO,,,True,False,False
1444,C0021547,inositol,indication,21000705,C0020474,Mixed hyperlipidemia,T047,TREATS_CDtDO,,,False,False,False
1444,C0021547,inositol,indication,21000703,C0020557,Hypertriglyceridemia,T033,TREATS_CDtDO,,,False,False,False
1444,C0021547,inositol,indication,21000701,C0020443,Hypercholesterolemia,T047,TREATS_CDtDO,,,True,False,False
4664,C0053225,benzoic acid,indication,21000695,C0220994,Hyperammonemia,T046,TREATS_CDtDO,,,True,False,False
4196,C0042845,cyanocobalamin,indication,21000683,C1510471,Vitamin deficiency,T047,TREATS_CDtDO,,,False,False,False
4196,C0042845,cyanocobalamin,indication,21000669,C0042847,Cobalamin deficiency,T047,TREATS_CDtDO,,,True,False,False
4384,C2721771,levofolinic acid,indication,21000667,C0016412,Folic acid deficiency,T047,TREATS_CDtDO,C1881372,,False,False,False
2836,C0034272,pyridoxine,indication,21000666,C0936215,Vitamin B6 deficiency,T047,TREATS_CDtDO,C0700496,,False,False,False
3957,C0020196,hyaluronic acid,indication,21000576,C0395020,Surgical procedure on eye proper,T061,TREATS_CDtDO,,,False,False,False
4742,C0005740,bleomycin,indication,21000548,C0278996,Malignant tumor of head and/or neck,T191,TREATS_CDtDO,C0005739,,False,False,False
4742,C0005740,bleomycin,indication,21000540,C0153601,penile cancer,T191,TREATS_CDtDO,C0005739,,True,False,False
4742,C0005740,bleomycin,indication,21000536,C1272826,International Federation of Gynecology and Obstetrics stage finding for vulvar carcinoma,T033,TREATS_CDtDO,C0005739,,False,False,False
4663,C0005070,benzoin,indication,21000500,C0396072,Laryngeal papillomatosis,T047,TREATS_CDtDO,,,False,False,False
741,C0012694,cromoglicic acid,indication,21000477,C0221013,Systemic mast cell disease,T047,TREATS_CDtDO,,C0086073,True,False,False
354,C0750848,betamethasone valerate,indication,21000474,C0079773,Primary cutaneous T-cell lymphoma,T191,TREATS_CDtDO,,,False,False,False
351,C0005311,betamethasone benzoate,indication,21000474,C0079773,Primary cutaneous T-cell lymphoma,T191,TREATS_CDtDO,,,False,False,False
786,C0011015,daunorubicin,indication,21000446,C0036220,Kaposi's sarcoma,T191,TREATS_CDtDO,C1289972,,True,False,False
2512,C0038687,sulfamethizole,indication,21000408,C0032305,Pneumocystosis jiroveci pneumonia,T047,TREATS_CDtDO,,,False,False,False
4700,C0347993,pyrethrins,indication,21000401,C0030759,Infestation by Phthirus pubis,T047,TREATS_CDtDO,,,False,False,False
4152,C0070455,permethrin,indication,21000401,C0030759,Infestation by Phthirus pubis,T047,TREATS_CDtDO,,,True,False,False
4700,C0347993,pyrethrins,indication,21000400,C0030758,Pediculosis corporis,T047,TREATS_CDtDO,,,False,False,False
4152,C0070455,permethrin,indication,21000400,C0030758,Pediculosis corporis,T047,TREATS_CDtDO,,,False,False,False
4700,C0347993,pyrethrins,indication,21000399,C0030757,Pediculosis capitis,T047,TREATS_CDtDO,,,False,False,False
4264,C0041942,carbamide,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,,,False,False,False
3508,C0072735,pyrithione,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,C1882510,,False,False,False
